ID,Title,Authors (IDs),Authors (names),Base texts (IDs),Base texts (names)
90776,Ṭīkā on a Brahmopaniṣad,85829,Keśava Kāśmīrī,,
89770,Ṭīkā on Buddhadatta's Abhidhammāvatāra,85502,Vācissara,88339,Abhidhammāvatāra
89681,Ṭīkā on Cirantana's Devendranarakendaprakaraṇa,85479,Malayagiri,95979,Devendranārakendraprakaraṇa (Cirantana)
89285,Ṭīkā on Devanandin's Īṣṭopadeśa,85367,Prabhācandra,88404,Iṣṭopadeśa with autocommentary
94651,Ṭīkā on Devasena's Ārādhanasāra,87020,Ratnakīrti Deva,88971,Ārādhanasāra
89511,Ṭīkā on Devasena's Tattvasāra,85428,Sakalakīrti Bhaṭṭāraka,88975,Tattvasāra
94386,Tika on Devendrasuri's Karmagrantha,86866,Caturvijaya Muni,89909,Karmagrantha and autocommentary
93442,Ṭīkā on Dharmadāsa Gaṇi's Upadeśamālā,86480,Paramānanda,88752,Upadeśamālā
90225,Ṭīkā on Dharmaghoṣa's Paramāṇuvicārasaṭtriṃśikā,85616,Ratnasiṃha Sūri,,
88805,Ṭīkā on Dharmakīrti's Hetubindu,85242,Vinītadeva,88574,Hetubindu
88806,Ṭīkā on Dharmakīrti's Nyāyabindu,85242,Vinītadeva,88576,Nyāyabindu
88852,Ṭīkā on Dharmakīrti's Nyāyabindu,85248,Dharmottara,88576,Nyāyabindu
88625,Ṭīkā on Dharmakīrti's Pramāṇavārttika,85217,Śākyamati,88577,Pramāṇavārttika and Bhasya
88870,Ṭīkā on Dharmakirti's Pramāṇavārttika,85255,Śaṃkaranandana,88577,Pramāṇavārttika and Bhasya
88953,Ṭīkā on Dharmakīrti's Pramāṇavārttika,85290,Jina,88577,Pramāṇavārttika and Bhasya
88807,Ṭīkā on Dharmakīrti's Pramāṇaviniścaya,85242,Vinītadeva,88578,Pramāṇaviniścaya
88856,Tika on Dharmakīrti's Pramāṇaviniścaya,85248,Dharmottara,88578,Pramāṇaviniścaya
89370,Ṭīkā on Dharmakīrti's Pramāṇaviniścaya,85391,Jñānaśrībhadra,88578,Pramāṇaviniścaya
88808,Ṭīkā on Dharmakīrti's Sambandhaparīkṣā,85242,Vinītadeva,88579,Sambandhaparīkṣā and Vṛtti thereon
88809,Ṭīkā on Dharmakīrti's Saṃtānāntarasiddhi,85242,Vinītadeva,88580,Saṃtānāntarasiddhi
88913,Ṭīkā on Dharmottara's Pramāṇaviniścayavṛtti,85268,Ānandavardhana,88856,Tika on Dharmakīrti's Pramāṇaviniścaya
88804,Ṭīkā on Dignāga's Ālambanaparīkṣā,85242,Vinītadeva,88418,Ālambanaparīkṣā and Vṛtti thereon
93274,Ṭīkā on Gadādhara's Gādādharī,86431,Dulāra Bhaṭṭācārya,92258,Gādādharī
93345,Ṭīkā on Gadādhara's Gādādharī,86449,Kṛṣṇamitrācārya,92258,Gādādharī
95530,Ṭīkā on Gadādhara's Muktivāda,87771,Śivarāma,92255,Muktivāda
93355,Ṭīkā on Gadādhara's Śaktivāda,86449,Kṛṣṇamitrācārya,92257,Śaktivādavicāra
91496,Ṭīkā on Gajasāra's Vicāraṣaṭtriṃśikā,86028,Īśvarācārya,91643,Vicāraṣaṭpañcāśikā
91563,Ṭīkā on Gajasāra's Vicāraṣaṭtriṃśikā,86051,Rūpacandra,91643,Vicāraṣaṭpañcāśikā
90628,Ṭīkā on Gaṅgeśa's Tattvacintāmaṇi,85759,Pragalbha,90147,Tattvacintāmaṇi
92240,Ṭīkā on Gaṅgeśa's Tattvacintāmaṇi,86185,Śrīkaṇṭha Dīkṣita,90147,Tattvacintāmaṇi
89680,Ṭīkā on Gargarsī's ? Karmagrantha,85479,Malayagiri,96017,Karmagrantha (Gargarṣi)
89844,Ṭīkā on Gargarṣi’s Karmavipāka,85532,Haribhadra Sūri,96018,Karmavipāka (Gargarṣi)
90338,Ṭīkā on Guṇabhadra's Ātmānuśāsana,85649,Jñānacandra,88927,Ātmānuśāsana
95682,Ṭīkā on Guṇabhadra's Ātmānuśāsana,87908,Vaṃśīdhara,88927,Ātmānuśāsana
90647,Ṭīkā on Haribhadra Sūri's Darśanaasaptatikā,85767,Śivamaṇḍanagaṇi,88793,Darśanasaptatikā
89677,Ṭīkā on Haribhadra Sūri's Dharmasaṃgrāhaṇī,85479,Malayagiri,88770,Dharmasaṃgrahaṇī
89468,Ṭīkā on Haribhadra Sūri's Śrāvakadharmapañcāśaka,85417,Yaśodeva Sūri,,
90523,Ṭīkā on Haribhadra Sūri's Yogadṛṣṭisamuccaya,85709,Śādhuratna Gaṇi,88786,Yogadṛṣṭisamuccaya
94689,Ṭīkā on Haribhadra Sūri's Yogadṛṣṭisamuccaya,87053,Vijayaśīlacandra Sūri,,
91109,Ṭīkā on Hemacandra's Anyayogyavacchedadvātriṃśikā,85921,Vānararṣi,89732,Anyayogavyavacchedadvātriṃśikā
88838,Ṭīkā on Hṛdayasūtra,85246,Kamalaśīla,88211,Hṛdayasūtra
92549,Ṭīkā on Jagadīśa's Jāgadīśī,86229,Nīlakaṇṭha,91632,Jāgadīśī
93097,Ṭīkā on Jagadīśa's Jāgadīśī,86372,Vīreśvara,91632,Jāgadīśī
92150,Ṭīkā on Jayatīrtha's Mithyātvānumānakhaṇḍana,86158,Keśavācārya,90351,Ṭīkā on Madhva's Mithyātvānumānakhaṇḍana
91819,Ṭīkā on Jayatīrtha's Nyāyasudhā,86108,Śrinivāsa Tīrtha,90342,Nyāyasudhā
89676,Ṭīkā on Jinabhadra Gani Kṣamāśramaṇa's Bṛhatkṣetrasamāsa,85479,Malayagiri,"95967, 88534","Bṛhatkathā, Bṛhatsaṃgrāhaṇī"
89786,Ṭīkā on Jinadatta Sūri's Sandehadolāvalī,85507,Jinatilaka Upādhyāya,"89560, 89487","Sandeholāvalī, Vedānta(tattva)sāra"
89767,Ṭīkā on a Jinamatanirūpaṇa,85500,Harṣakīrti Sūri,96003,Jinamatanirūpaṇa
91474,Ṭīkā on Jinavallabha Sūri's Praśnaśataka,86020,Kamalamandira Gaṇi,89416,Praśnaśataka
89541,Ṭīkā on Jinavallabha Sūri's Sadāsīti,85444,Rāmadeva Gaṇi,89408,Āgamikavastuvicārasāraprakaraṇa
89542,Ṭīkā on Jinavallabha Sūri's Sārdhaśatakaprakaraṇa,85444,Rāmadeva Gaṇi,89424,Sūkṣmārthavicārasāraprakaraṇa
89980,Ṭīkā on Jinavallabha's Ṣaḍasīti,85573,Yaśobhadra Sūri,,
90961,Ṭīkā on Jinavallabhasūri's Saṃghapaṭṭakaprakaraṇa,85897,Sādhukīrti,89421,Saṃghapaṭṭakaprakaraṇa
89919,Ṭīkā on Jineśvara's  Śrāvakadharmaprakaraṇa,85560,Lakśmītilaka Gaṇi,,
93234,Ṭīkā on Jīva Gosvāmin's Tattvasandarbha,86422,Baladeva Vidyābhūṣaṇa,91007,Tattvasandarbha
94589,Tīkā on Jñāneśvara's Bhāvārthadīpikā,86977,Raghunātha Mādhava Bhagare,89992,Bhavārthadīpikā
88441,Ṭīkā on Kambala's Ālokamālā,85160,Asvabhāva,88450,Ālokamālā
93776,Ṭīkā on Kapila's Sāṃkhyasūtras,86592,Jīvānanda Vidyāsāgara,90384,Sāṃkhya(pravacana)sūtras
90844,Ṭīkā on Keśava Miśra's Tarkabhāṣā,85847,Nārāyaṇa Bhaṭṭa,89886,Tarkabhāṣā
92006,Ṭīkā on Keśava Miśra's Tarkabhāṣā,86122,Murāri Bhaṭṭa,89886,Tarkabhāṣā
94999,Tīkā on Keśava Miśra's Tarkabhāṣā,87309,Guṇḍubhaṭṭa,89886,Tarkabhāṣā
89772,Ṭīkā on Khemappakaraṇa,85502,Vācissara,96025,Khemappakaraṇa
95574,Ṭīkā on Kumārila's Tantravārttika,87812,Śrīpada Miśra,88598,Tantravārttika
94881,Ṭīkā on Kundakunda's Pañcāstikaya,87218,Devajit,88305,Pañcāstikāyasāra
89284,Ṭīkā on Kundakunda's Pravacanasāra,85367,Prabhācandra,88306,Pravacanasāra
91064,Ṭīkā on Kundakunda's Pravacanasāra,85917,Sumatikīrti,88306,Pravacanasāra
89434,Ṭīkā on Kundakunda's Samayasāra,85406,Śubhacandra,88307,Samayasāra
94402,Ṭīkā on Mādhava Mukunda's Parapakṣagirivajra,86876,Amolaka Rāma Śāstrin,90648,Parapakṣagirivajra
94156,Ṭīkā on Mādhavāśrama's Svānubhavādarśa,86756,R.S.Senday,92936,Svānubhavādarśa
91834,Ṭīkā on Madhusūdana Sarasvatī's Siddhāntabindu,86110,Saccidānandayogīndra,91139,Siddhāntabindu
90347,Ṭīkā on Madhva's Karmanirṇaya,85651,Jayatīrtha,89946,Karmanirṇaya
92356,Ṭīkā on Madhva's Karmanirṇaya,86201,Chalāri Nṛsiṃhācārya,89946,Karmanirṇaya
90349,Ṭīkā on Madhva's Mahābhāratatātparyanirṇaya,85651,Jayatīrtha,89951,Mahābhāratatātparyanirṇaya
90350,Ṭīkā on Madhva's Māyāvādakhaṇḍana,85651,Jayatīrtha,89953,Māyāvādakhaṇḍana
90351,Ṭīkā on Madhva's Mithyātvānumānakhaṇḍana,85651,Jayatīrtha,89954,Mithyātvānumānakhaṇḍana
90355,Ṭīkā on Madhva's Praśnopaniṣadbhāṣya,85651,Jayatīrtha,89958,Bhāṣya on Praśna Upaniṣad
94545,Ṭīkā on Madhva's Tattvasaṃkhyāna,86947,Vidyāmanya Tīrtha,,
94630,Ṭīkā on Madhva's Tattvasaṃkhyāna,87005,Vidyāraṇya Tīrtha,89963,Tattvasaṃkhyāna
90358,Ṭīkā on Madhva's Tattvaviveka,85651,Jayatīrtha,89964,Tattvaviveka
94546,Ṭīkā on Madhva's Tattvaviveka,86947,Vidyāmanya Tīrtha,89964,Tattvaviveka
92086,Ṭīkā on Madhva's Tattvodyota,86143,Janārdana Bhaṭṭa,89965,Tattvodyota
93548,Ṭīkā on Madhva's Tattvodyota,86504,Timmana,89965,Tattvodyota
90362,Ṭīkā on Madhva's Viṣṇutattvanirṇaya,85651,Jayatīrtha,89967,Viṣṇutattvanirṇaya
93256,Ṭīkā on Mahādeva Sarasvatī's Tattvānusaṃdhāna,86424,Rāma Nārāyaṇa,92004,Tattvānusaṃdhāna with Advaitacintākaustubha thereon
89387,Ṭīkā on Maitrīpa's Tattvadeśaka,85398,Sahavarya,,
92536,Ṭīkā on Mathurānātha Tarkavāgīsa's Māthurī,86224,Kṛṣṇa Bhaṭṭa,92045,Tattvacintāmaṇidīdhitirahasya
88923,Ṭīkā on Nāgārjuna's Ratnāvalī,85275,Ajita Kalyāṇa Miśra,88081,Ratnāvalī
92941,Ṭīkā on a Navapadaprakaraṇa,86319,Ratnalābha,89181,Navapadaprakaraṇa and Śrāvakanandī thereon
95376,Ṭīkā on Nemicandra Siddhāntacakravartin's Dravyasaṃgraha,87629,Putayya Svāmi,89082,Dravyasaṃgraha
89548,Ṭīkā  on Nemicandra's Dravyasaṃgraha,85447,Bālacandra,,
91062,Ṭīkā on Nemicandra's Gomatasāra,85917,Sumatikīrti,89077,Gommatasāra
89052,Ṭīkā on Nettippakaraṇa,85323,Dhammapāla,,
89631,Ṭīkā on (Padma)Jineśvara's Upadeśaratnamālā,85465,Devabhadra,89268,Upadeśaratnakośa
93320,Ṭīkā on Pañcalakṣaṇa section of Gaṅgeśa's Tattvacintāmaṇi,86443,Bhavadeva,90147,Tattvacintāmaṇi
90383,Ṭīkā on Patañjali's Yogasūtras,85656,Amaraprabhā,88183,Yogasūtra
88954,Ṭīkā on Prajñākaragupta's Pramāṇavārttikālaṃkāra,85290,Jina,88859,Alaṃkāra
89323,Ṭīkā on a Prajñāpanatṛtīyapādasaṃgrahaṇī,85384,Abhayadeva Sūri,96004,Jīvājīvābhigamasūtra
89275,Ṭīkā on Pūjyapāda's Samādhitantra,85367,Prabhācandra,88405,Samādhitantra
94790,Ṭīkā on Raghunaṭha Dāsa's Śrīśrīstavāvali,87141,Baṅgeśvara Bidyābhūṣaṇa,92924,Śriśrīstavāvalī
91113,Ṭīkā on Raghunātha Śiromaṇi's Ākhyātavāda,85923,Raghunātha Vidyālaṃkāra,90758,Ākhyāta(śakti)vāda
91910,Ṭīkā on Raghunātha Śiromaṇi's Ākhyātavāda,86116,Viśvanātha Nyāyasiddhānta Pañcānana,90758,Ākhyāta(śakti)vāda
92254,Ṭīkā on Raghunātha Śiromaṇi's Ātmatattvavivekadīdhiti,86189,Gadādhara Bhaṭṭācārya,90759,Dīdhiti on Udayana's Ātmatattvaviveka
91148,Ṭīkā on Raghunātha Śiromaṇi's Guṇakiraṇāvalīprakāśadīdhitiṭīkā,85929,Kṛṣṇadāsa Sārvabhauma Bhaṭṭācārya,90761,Dīdhiti on Vardhamāna's Kiraṇāvaliprakāśa
91412,Ṭīkā on Raghunātha Śiromaṇi's (Guṇa)Kiraṇāvalīdīdhiti,85998,Bhavānanda Siddhāntavāgīśa,,
92047,Ṭīkā on Raghunātha Śiromaṇi's (Guṇa)Kiraṇāvalīdīdhiti,86129,Mathurānātha,,
92256,Ṭīkā on Raghunātha Śiromaṇi's Nañvāda,86189,Gadādhara Bhaṭṭācārya,90762,Nañvāda
93348,Ṭīkā on Raghunātha Śiromaṇi's Nañvāda,86449,Kṛṣṇamitrācārya,90762,Nañvāda
91625,Ṭīkā on Raghunātha Śiromaṇi's Nyāyalīlāvatīprakāśadīdhiti,86065,Jagadīśa Tarkālaṃkāra,90764,Nyāyalīlāvatīprakāśadīdhiti
91647,Ṭīkā on Raghunātha Śiromaṇi's Padārthatattvanirūpaṇa,86077,Govinda Bhaṭṭācārya Cakravartin,90766,Padārthatattvanirūpaṇa
91236,Ṭīkā on Raghunātha  Śiromaṇi's Tattvacintāmaṇidīdhiti,85950,Rāmabhadra Sārvabhauma,,
92198,Ṭīkā on Raghunātha Śiromaṇi's Tattvacintāmaṇidīdhiti,86177,Raghudeva Nyāyālaṃkāra Bhaṭṭācārya,90767,Tattvacintāmaṇidīdhiti
93787,Ṭīkā on Rūpa Gosvāmin's Rūpacintāmaṇi,86599,Vīracandra Gosvāmin,90875,Rūpacintāmaṇi
92057,Ṭīkā on Sadānanda Yogīndra's Vedāntasāra,86132,Rāmakṛṣṇa Adhvarīndra,90726,Vedāntasāra
88994,Ṭīkā on Samantabhadra's Yuktyanuśāsana,85299,Vidyānanda,88346,Yuktyanuśāsana
94817,Ṭīkā on Śaṃkara's Advaitapañcaratna,87167,Bhūdhara,88628,Advaitapañcaratna
92759,Ṭīkā on Śaṃkara's Aitareyopaniṣadbhāṣya,86287,Nārāyaṇa Sarasvatī,88629,Bhāṣya
93325,Ṭīkā on Śaṃkara's Aitareyopaniṣadbhāṣya,86446,Jñānāmṛta,88629,Bhāṣya
94720,Ṭīkā on Śaṃkara's Ajñānabodhinī,87076,Amṛtānanda Nātha,88630,Ajñānabodhinī
88725,Ṭīkā on Śaṃkara's Ātmabodha,85227,Padmapāda,88633,Ātmabodha
91132,Ṭīkā on Śaṃkara's Ātmabodha,85928,Madhusūdana Sarasvatī,88633,Ātmabodha
94513,Ṭīkā on Śaṃkara's Ātmabodha,86934,D.C.Śāstrin,88633,Ātmabodha
94706,Ṭīkā on Śaṃkara's Ātmabodha,87064,Advayānanda,88633,Ātmabodha
90047,Ṭīkā on Śaṃkara's Ātmajñānopadeśa,85588,Ānandagiri,88634,Ātmajñānopadeśa
90232,Ṭīkā on Śaṃkara's Ātmajñānopadeśa,85618,Prajñānanda,88634,Ātmajñānopadeśa
95358,Ṭīkā on Śaṃkara's Ātmānātmaviveka,87619,Pūrṇānanda Tīrtha,88635,Ātmānātmaviveka
92770,Ṭīkā on Śaṃkara's Chāndogyopaniṣadbhāṣya,86287,Nārāyaṇa Sarasvatī,88643,Bhāṣya on Chāndogya Upaniṣad
90061,Ṭīkā on Śaṃkara's Kaṭhopaniṣadbhāṣya,85588,Ānandagiri,88654,Bhāṣya on Kaṭha Upaniṣad
92786,Ṭīkā on Śaṃkara's Kaṭhopaniṣadbhāṣya,86287,Nārāyaṇa Sarasvatī,88654,Bhāṣya on Kaṭha Upaniṣad
92458,Ṭīkā on Śaṃkara's Kenopaniṣadbhāṣya,86207,Kṛṣṇānanda Sarasvatī,88656,Bhāṣya on Kena Upaniṣad
90074,Ṭīkā on Śaṃkara's Śvetāśvataropaniṣadbhāṣya,85588,Ānandagiri,88689,Bhāṣya on Śvetāśvatara Upaniṣad
93332,Ṭīkā on Śaṃkara's Taittirīyopaniṣadbhāṣya,86446,Jñānāmṛta,88690,Bhāṣya on Taittirīya Upaniṣad
93814,Ṭīkā on Śaṃkara's Tattvabodha,86613,Mādhavānanda,,
95794,Ṭīkā on Śaṃkara's Upadeśāsahasrī,88001,Yādava Śeṣa,88693,Upadeśasāhasrī
90083,Ṭīkā on Śaṃkara's Vākyasudhā,85588,Ānandagiri,88695,Vākyasudhā
90481,Ṭīkā on Śaṃkara's Vākyasudhā,85692,Brahmānanda Bhāratītīrtha,88695,Vākyasudhā
90716,Ṭīkā on Śaṃkara's Vākyasudhā,85803,Jagannātha Sarasvatī,88695,Vākyasudhā
93203,Ṭīkā on Śaṃkara's Vākyasudhā,86409,Rāmacandra,88695,Vākyasudhā
94761,Ṭīkā on Śaṃkara's Vākyasudhā,87117,Ātmārāma,88695,Vākyasudhā
94813,Ṭīkā on Śaṃkara's Vākyasudhā,87163,Bhīmadāsa Bhūpāla,88695,Vākyasudhā
90084,Ṭīkā on Śaṃkara's Vākyavṛtti,85588,Ānandagiri,88696,Vākyavṛtti
91552,Ṭīkā on a Saṃyaktvasaptatī,86048,Ratnacandra Gaṇi,88792,Saṃyaktvasaptati
90962,Ṭīkā on Śāntisūri's Jīvavicāra,85898,Sādhuratna,89361,Jīvavicāraprakaraṇa and Avacūri thereon
88843,Ṭīkā on Saptaśatikāprajñāpāramitāsūtra,85246,Kamalaśīla,88370,Saptaśatikāprajñāpāramitāsūtra
94811,Ṭīkā on Śivāditya's Saptapadārthī,87161,Bhāvavidyeśvara,89614,Saptapadārthī
89671,Ṭīkā on Śivaśarman's Karmaprakṛti,85479,Malayagiri,89137,Karmaprakṛti
90580,Ṭīkā on Somaprabha's Sindūraprakāra,85729,Cāritravardhana,96132,Sindūraprakaraṇa (Somadeva or Somaprabha?)
92160,Ṭikā on Somasūri's Paryantarādganī,86162,Vinayavijaya,,
91305,Ṭīkā on Somasūri’s Paryantārādhanā,85971,Vijayasena Sūri,,
91365,Ṭīkā on Somasūri's Pratyāntārādhanā,85985,Vijayasundara Gaṇi,96084,Paryantārādhanā (Somasūri)
89466,Ṭīkā on  Śrāvakadharma,85417,Yaśodeva Sūri,,
95363,Ṭīkā on Sureśvara's Bṛhadāraṇyakopaniṣadbhāṣyavārttika,87619,Pūrṇānanda Tīrtha,88814,Bṛhadāraṇyakopaniṣadbhāṣyavārttika
95541,Ṭīkā on Sureśvara's Taittirīyopaniṣadbhāṣyavārttika,87781,Śraddhānanda Pūjyapāda,88819,Vārttika on Śaṃkara's Taittirīyopaniṣadbhāṣya
93423,Ṭīkā on Tarkagrantha,86470,Kāli Śaṃkara,96152,Tarkagrantha
92103,Ṭīkā on a Tattvabodha,86144,Rāmānanda Tīrtha,96153,Tattvabodha
88241,Ṭīkā on the Akṣayamatinirdeśa,85127,Vasubandhu,88122,Akṣayamatinirdeśasūtra
95642,Ṭīkā on the Amoghapāśahṛdayasūtra,87872,Udayasāgara Sūri,,
89843,Ṭīkā on the Anuyogadvārasūtra,85532,Haribhadra Sūri,95931,Anuyogadvārasūtra
90449,Ṭīkā on the Āturaprakhyālhyānaprakīrṇaka,85673,Somasundara,95945,Āturapratyayākhyānaprakīrṇaka
94695,Ṭīkā on the Bhagavadgītā,87059,Acyutānanda,42214,Bhagavadgītā
94716,Ṭīkā on the Bhagavadgītā,87072,Amarapati Śarman,42214,Bhagavadgītā
94732,Ṭīkā on the Bhagavadgītā,87088,Ananta Bhūpāla,42214,Bhagavadgītā
89317,Ṭīkā on the Bhagavatīsūtra,85384,Abhayadeva Sūri,95956,Bhagavatīsūtra
90728,Ṭīkā on the Bhagavatīsūtra,85808,Bhāvasāgara,95956,Bhagavatīsūtra
94013,Ṭīkā on the Chāndogya Upaniṣad,86666,Vyaṅkatrau Rāmacandra,44742,Chāndogyopaniṣad
89898,Ṭīkā on the Daśavaikālikāsūtra,85538,Tilakācārya,88490,Daśavaikālikaniryukti
95595,Ṭīkā on the Daśavaikālikasūtra,87831,Sumativijaya,88490,Daśavaikālikaniryukti
88768,Ṭīkā on the Daśavaikālikasūtranirukti of Bhadrabāhu,85238,Haribhadra Sūri,88490,Daśavaikālikaniryukti
91105,Tīkā on the Gacchācāraprakīrṇaka,85921,Vānararṣi,95985,Gacchācāraprakīrṇaka
91179,Ṭīkā on the Gacchācaraprakīrṇaka,85935,Vinaya Vimala Gaṇi,93709,Commentary on Vallabha's Catuḥślokī
92865,Tika on the Gopālatāpanīya Upaniṣad,86299,Viśvanātha Cakravartin,95990,Gopālatāpanīyopaniṣad
94726,Ṭīkā on the Hastāmalakastotra,87082,Ānanda Prakāśa Bhaṭṭāraka,95995,Hastāmalakastotra
91302,Ṭīkā on the Jīvājīvābhigamasūtra,85970,Padmasāgara,96004,Jīvājīvābhigamasūtra
88513,Ṭīkā on the Kāśyapaparivarta,85177,Sthiramati,88055,Kāśyapaparivartasūtra
92569,Ṭīkā on the Pratyākhyānasūtra,86235,Jñānavimala,89457,Prayākhyānasūtra
89742,Ṭīkā on the Rājapraśnīyasūtras,85490,Ratnaprabhā Sūri,96101,Rājapraśnīyasūtra
90322,Ṭīkā on the Ṣaḍāvaśyakasūtra,85639,Taruṇaprabha,96108,Sadāvaśyakasūtras
88841,Ṭīkā on the Śālistambasūtra,85246,Kamalaśīla,88094,Śālistambasūtra
89315,Ṭīkā on the Sthānāṅgasūtra,85384,Abhayadeva Sūri,96140,Sthānāṅgasūtra
89398,Ṭīkā on the Uttarādhyāyanasūtra,85401,Municandra Sūri,96173,Uttarādhyāyanasūtra
89444,Ṭīkā on the Uttarādhyāyanasūtra,85410,Nemicandra Sūri,96173,Uttarādhyāyanasūtra
89810,Ṭīkā on the Uttarādhyāyanasūtra,85523,Ājita Devasūri,96173,Uttarādhyāyanasūtra
89727,Ṭīkā on the Uttarādhyāyanasūtras,85487,Candrasūri,96173,Uttarādhyāyanasūtra
92174,Ṭīkā on the Uttarādhyayanasūtras,86171,Harṣanandana,96173,Uttarādhyāyanasūtra
91479,Ṭīkā on the Vyākhyāprajñapti,86021,Megharāja Muni,96186,Vyākhyāprajñapti
93451,Ṭīkā on Triṃśacchlokī,86483,Paṭṭābhirāma,96160,Triṃśacchlokī
90848,Ṭīkā on Udayadharma Gaṇi's Vākyaprakāśa,85849,Harṣakūlagaṇi,90936,Auktika
91645,Ṭīkā on Udayana's Ātmatattvaviveka,86077,Govinda Bhaṭṭācārya Cakravartin,89090,Ātmatattvaviveka
94468,Ṭīkā on Udayana's Lakṣaṇamālā,86904,V. Subrahmaṇya Śāstrin,89091,Lakṣaṇamālā
94673,Ṭīkā on Umāsvāti's Praśaramatiprakaraṇa,87038,Vijayajñānendra Surīśvara,88309,Praśamaratiprakaraṇa
94216,Ṭīkā on Upaniṣadbrahmayogin's Mahāvākyaratnāvalī,86789,Devakīnanda Śāstrin,92971,Mahāvākyaratnāvalī and Kiraṇāvalī thereon
90693,Ṭīkā on Uttarādhyayanasūtra,85793,Kīrtivallabha Gaṇi,96173,Uttarādhyāyanasūtra
94357,Ṭīkā on Vācaspati Miśra's Tattvakaumudī,86858,Rājeśvara Śāstrī Dvivedin,89039,Sāṅkhyattvakaumudī
88845,Ṭīkā on Vajracchedikāsūtra,85246,Kamalaśīla,88212,Vajracchedikāprajñāpāramitāsūtra
91382,Ṭīkā on Vallabha's Antaḥkaraṇaprabodha,85991,Gokulanātha,90810,Antaḥkaraṇaprabodha and Vivṛti thereon
91077,Ṭīkā on Vallabha's Jalabheda,85920,Viṭṭhala Nātha Dīkṣita,90819,Jalabheda
91223,Ṭīkā on Vallabha's Navaratna,85947,Muralīdhara,90822,Navaratna
92405,Ṭīkā on Vallabha's Pātrāvalambana,86205,Puruṣottama Pītāmbara,90828,Patrāvalambana
91651,Ṭīkā on Vallabha's Saṃnyāsanirṇaya,86078,Gokulotsava,90831,Saṃnyāsanirṇaya
91096,Ṭīkā on Vallabha's Vivekadhairyāśraya,85920,Viṭṭhala Nātha Dīkṣita,90838,Vivekadhairyāśraya
92186,Ṭīkā on Vallabha's Vivekadhairyāśraya,86175,Gopeśaṇa,90838,Vivekadhairyāśraya
90630,Ṭīkā on Vardhamāna's Kiraṇāvalīprakāśa,85759,Pragalbha,,
91665,Ṭīkā on Vardhamāna's Nyāyalīlāvatīprakāśa,86079,Rudra Nyāyavācaspati Bhaṭṭācārya,90252,Nyāyalīlāvatīprakāśa
88909,Ṭīkā on Vasubandhu's Karmasiddhiprakaraṇa,85265,Sumatiśīla,88246,Karmasiddhiprakaraṇa
88510,Ṭīkā on Vasubandhu's Madhyantavibhāgasūtrabhāṣya,85177,Sthiramati,88234,Madhyāntavibhāgasūtra
88812,Ṭīkā on Vasubandhu's Viṃśatikā,85242,Vinītadeva,88262,Viṃśatikā and autocommentary
88459,Ṭīkā on Vasubandhu's Vyākhyāyukti,85166,Guṇamati,88263,Vyākhyāyukti
92994,Ṭīkā on Vedānta Deśika's Śatadūṣaṇī,86326,Nṛsiṃhadeva,90202,Śatadūṣaṇī
88938,Tika on Vidyapada's Svayambhusutrasamgraha,85284,Sadyojyotis,96148,Svayambhusūtrasaṃgraha (Vidyāpada)
93255,Ṭīkā on Vidyāraṇya's Pañcadaśī,86424,Rāma Nārāyaṇa,90299,Pañcadaśī
93972,Ṭīkā on Vinayavijaya's Nayakarṇikā,86650,Gambhiravijaya Gaṇi,92156,Nayakarṇikā
91660,Ṭīkā on Viśvanātha's Siddhāntamuktāvali,86079,Rudra Nyāyavācaspati Bhaṭṭācārya,91900,Bhāṣāpariccheda
93276,Ṭīkā on Viśvanātha's Siddhāntamuktāvalī,86432,Girīśa Candra,91900,Bhāṣāpariccheda
91817,Ṭīkā on Vyāsatīrtha's Muṇḍakopaniṣadbhāṣya,86108,Śrinivāsa Tīrtha,90422,Vyākhyā
93970,Ṭīkā on Yaśovijaya's Adhyātmasāra,86650,Gambhiravijaya Gaṇi,92488,Adhyātmasāra
93971,Ṭīkā on Yaśovijaya's Aṣṭakaprakaraṇa,86650,Gambhiravijaya Gaṇi,95934,Aṣṭakaprakaraṇa (Yaśovijaya) (?)
89273,Ṭīkā on Yogīndudeva's Paramātmaprakāśa,85367,Prabhācandra,88759,Paramātmaprakāśa
90272,Ṭīkāratna,85630,Ānandapūrṇa Vidyāsāgara,89058,Vivaraṇa
88359,Ṭīkopāyika on Vasubandhu's Abhidharmakośa,85144,Śamathadeva,88240,Abhidharmakośa and Bhāṣya thereon
110403,Tilaka,86059,Jayarāma Nyāyapañcānana,41242,Kāvyaprakāśa
93853,Tilaka on Bādarāyaṇa's Brahmasūtras,86624,Rādhāramaṇa Dāsa Gosvāmi,88037,Brahmasūtra
90085,Tilaka on Vācaspati Miśra's Bhāmatī,85589,Allalasūri,89036,Bhāmatī
99376,Tilakamañjarī,99374,Dhanapāla,,
89857,Ṭippaṇa,85535,Jinapāla,89834,Vivaraṇa
90053,Ṭippaṇa,85588,Ānandagiri,88643,Bhāṣya on Chāndogya Upaniṣad
90062,Ṭippaṇa,85588,Ānandagiri,88656,Bhāṣya on Kena Upaniṣad
90070,Ṭippaṇa,85588,Ānandagiri,88674,Bhāṣya on Praśna Upaniṣad
92013,Ṭippaṇa,86123,Gokulanātha Upādhyāya,89093,Nyāyakusumāñjali
92988,Ṭippaṇa,86325,Gaṅgārāma Jāṭin,91734,Dinakārī
